name,img,img_analysis,threeD,in:Iteration,in:Grid Type,in:FAR,in:Density Distribution (%),in:Greenspace (%),in:Park Attractor (type),in:Building Type (type),out:Landmark View (sm),out:Daylighting,out:Energy Efficiency Ratio,out:Hours Add. Comfort,out:Surprise,out:Population
Design Space,images/image_00718.png,images/analysis_00718.png,json/00718.json,718,5,9,1.0 To 1.0,0.3,2,0,991.10,74.51,15.3,423,0.33,31935
Design Space,images/image_00719.png,images/analysis_00719.png,json/00719.json,719,5,9,1.0 To 1.0,0.6,2,0,425.89,87.27,19.48,362,0.56,31935
Design Space,images/image_00720.png,images/analysis_00720.png,json/00720.json,720,0,9,1.0 To 1.0,0.05,0,1,958.11,66.07,9.39,404,0.2,31935
Design Space,images/image_00721.png,images/analysis_00721.png,json/00721.json,721,0,9,1.0 To 1.0,0.15,0,1,812.41,78.65,10.84,312,0.25,31935
Design Space,images/image_00722.png,images/analysis_00722.png,json/00722.json,722,0,9,1.0 To 1.0,0.3,0,1,637.70,75.33,14.34,247,0.26,31935
Design Space,images/image_00723.png,images/analysis_00723.png,json/00723.json,723,0,9,1.0 To 1.0,0.6,0,1,740.75,66.79,26.8,175,0.38,31935
Design Space,images/image_00724.png,images/analysis_00724.png,json/00724.json,724,0,9,1.0 To 1.0,0.05,1,1,812.55,78.27,10.82,370,0.24,31935
Design Space,images/image_00725.png,images/analysis_00725.png,json/00725.json,725,0,9,1.0 To 1.0,0.15,1,1,354.98,78.3,11.78,311,0.23,31935
Design Space,images/image_00726.png,images/analysis_00726.png,json/00726.json,726,0,9,1.0 To 1.0,0.3,1,1,387.16,78.36,13.81,239,0.2,31935
Design Space,images/image_00727.png,images/analysis_00727.png,json/00727.json,727,0,9,1.0 To 1.0,0.6,1,1,976.32,73.59,23.39,194,0.22,31935
Design Space,images/image_00728.png,images/analysis_00728.png,json/00728.json,728,0,9,1.0 To 1.0,0.05,2,1,841.83,67.35,9.37,407,0.22,31935
Design Space,images/image_00729.png,images/analysis_00729.png,json/00729.json,729,0,9,1.0 To 1.0,0.15,2,1,851.41,80.85,11.69,409,0.22,31935
Design Space,images/image_00730.png,images/analysis_00730.png,json/00730.json,730,0,9,1.0 To 1.0,0.3,2,1,1038.12,87.79,12.43,298,0.35,31935
Design Space,images/image_00731.png,images/analysis_00731.png,json/00731.json,731,0,9,1.0 To 1.0,0.6,2,1,893.68,90.72,20.38,325,0.42,31935
Design Space,images/image_00732.png,images/analysis_00732.png,json/00732.json,732,1,9,1.0 To 1.0,0.05,0,1,912.06,68.99,8.95,381,0.16,31935
Design Space,images/image_00733.png,images/analysis_00733.png,json/00733.json,733,1,9,1.0 To 1.0,0.15,0,1,924.13,80.2,10.28,330,0.21,31935
Design Space,images/image_00734.png,images/analysis_00734.png,json/00734.json,734,1,9,1.0 To 1.0,0.3,0,1,209.09,76.43,13.61,270,0.28,31935
Design Space,images/image_00735.png,images/analysis_00735.png,json/00735.json,735,1,9,1.0 To 1.0,0.6,0,1,684.76,62.71,26.64,171,0.37,31935
Design Space,images/image_00736.png,images/analysis_00736.png,json/00736.json,736,1,9,1.0 To 1.0,0.05,1,1,559.70,79.1,10.29,360,0.22,31935
Design Space,images/image_00737.png,images/analysis_00737.png,json/00737.json,737,1,9,1.0 To 1.0,0.15,1,1,718.84,76.92,11.61,283,0.18,31935
Design Space,images/image_00738.png,images/analysis_00738.png,json/00738.json,738,1,9,1.0 To 1.0,0.3,1,1,887.22,78.27,13.22,248,0.17,31935
Design Space,images/image_00739.png,images/analysis_00739.png,json/00739.json,739,1,9,1.0 To 1.0,0.6,1,1,659.39,70.62,25.51,196,0.17,31935
Design Space,images/image_00740.png,images/analysis_00740.png,json/00740.json,740,1,9,1.0 To 1.0,0.05,2,1,109.02,71.6,8.91,387,0.21,31935
Design Space,images/image_00741.png,images/analysis_00741.png,json/00741.json,741,1,9,1.0 To 1.0,0.15,2,1,304.91,80.74,11.06,375,0.2,31935
Design Space,images/image_00742.png,images/analysis_00742.png,json/00742.json,742,1,9,1.0 To 1.0,0.3,2,1,1102.72,86.02,12.24,336,0.32,31935
Design Space,images/image_00743.png,images/analysis_00743.png,json/00743.json,743,1,9,1.0 To 1.0,0.6,2,1,1128.80,91.96,21.33,330,0.41,31935
Design Space,images/image_00744.png,images/analysis_00744.png,json/00744.json,744,2,9,1.0 To 1.0,0.05,0,1,881.76,72.81,8.79,393,0.14,31935
Design Space,images/image_00745.png,images/analysis_00745.png,json/00745.json,745,2,9,1.0 To 1.0,0.15,0,1,275.41,78.09,11.56,350,0.21,31935
Design Space,images/image_00746.png,images/analysis_00746.png,json/00746.json,746,2,9,1.0 To 1.0,0.3,0,1,814.09,76.8,13.47,295,0.27,31935
Design Space,images/image_00747.png,images/analysis_00747.png,json/00747.json,747,2,9,1.0 To 1.0,0.6,0,1,359.61,70.03,24.01,216,0.4,31935
Design Space,images/image_00748.png,images/analysis_00748.png,json/00748.json,748,2,9,1.0 To 1.0,0.05,1,1,659.15,73.29,8.78,383,0.16,31935
Design Space,images/image_00749.png,images/analysis_00749.png,json/00749.json,749,2,9,1.0 To 1.0,0.15,1,1,675.96,77.84,11.28,325,0.19,31935
Design Space,images/image_00750.png,images/analysis_00750.png,json/00750.json,750,2,9,1.0 To 1.0,0.3,1,1,769.15,75.65,13.33,275,0.19,31935
Design Space,images/image_00751.png,images/analysis_00751.png,json/00751.json,751,2,9,1.0 To 1.0,0.6,1,1,917.32,66.7,26.74,234,0.12,31935
Design Space,images/image_00752.png,images/analysis_00752.png,json/00752.json,752,2,9,1.0 To 1.0,0.05,2,1,138.29,73.9,8.8,391,0.22,31935
Design Space,images/image_00753.png,images/analysis_00753.png,json/00753.json,753,2,9,1.0 To 1.0,0.15,2,1,791.88,79.59,11.01,399,0.18,31935
Design Space,images/image_00754.png,images/analysis_00754.png,json/00754.json,754,2,9,1.0 To 1.0,0.3,2,1,533.67,89.52,12.13,354,0.34,31935
Design Space,images/image_00755.png,images/analysis_00755.png,json/00755.json,755,2,9,1.0 To 1.0,0.6,2,1,920.33,96.23,19.93,395,0.38,31935
Design Space,images/image_00756.png,images/analysis_00756.png,json/00756.json,756,3,9,1.0 To 1.0,0.05,0,1,562.51,74.57,8.73,412,0.15,31935
Design Space,images/image_00757.png,images/analysis_00757.png,json/00757.json,757,3,9,1.0 To 1.0,0.15,0,1,274.26,80.35,10.4,342,0.18,31935
Design Space,images/image_00758.png,images/analysis_00758.png,json/00758.json,758,3,9,1.0 To 1.0,0.3,0,1,427.40,76.19,14.05,291,0.24,31935
Design Space,images/image_00759.png,images/analysis_00759.png,json/00759.json,759,3,9,1.0 To 1.0,0.6,0,1,679.83,66.66,25.13,209,0.34,31935
Design Space,images/image_00760.png,images/analysis_00760.png,json/00760.json,760,3,9,1.0 To 1.0,0.05,1,1,807.67,79.7,10.43,392,0.16,31935
Design Space,images/image_00761.png,images/analysis_00761.png,json/00761.json,761,3,9,1.0 To 1.0,0.15,1,1,495.39,76.8,11.97,329,0.17,31935
Design Space,images/image_00762.png,images/analysis_00762.png,json/00762.json,762,3,9,1.0 To 1.0,0.3,1,1,559.58,74.48,14.22,274,0.15,31935
Design Space,images/image_00763.png,images/analysis_00763.png,json/00763.json,763,3,9,1.0 To 1.0,0.6,1,1,796.12,66.8,28.29,236,0.16,31935
Design Space,images/image_00764.png,images/analysis_00764.png,json/00764.json,764,3,9,1.0 To 1.0,0.05,2,1,926.41,75.27,8.7,414,0.2,31935
Design Space,images/image_00765.png,images/analysis_00765.png,json/00765.json,765,3,9,1.0 To 1.0,0.15,2,1,938.89,81.39,9.99,394,0.13,31935
Design Space,images/image_00766.png,images/analysis_00766.png,json/00766.json,766,3,9,1.0 To 1.0,0.3,2,1,642.75,89.65,12.26,366,0.22,31935
Design Space,images/image_00767.png,images/analysis_00767.png,json/00767.json,767,3,9,1.0 To 1.0,0.6,2,1,1176.86,91.57,20.87,323,0.37,31935
Design Space,images/image_00768.png,images/analysis_00768.png,json/00768.json,768,4,9,1.0 To 1.0,0.05,0,1,402.24,76.77,9.15,316,0.22,31935
Design Space,images/image_00769.png,images/analysis_00769.png,json/00769.json,769,4,9,1.0 To 1.0,0.15,0,1,917.54,74.66,10.24,268,0.24,31935
Design Space,images/image_00770.png,images/analysis_00770.png,json/00770.json,770,4,9,1.0 To 1.0,0.3,0,1,499.10,73.46,13.62,243,0.25,31935
Design Space,images/image_00771.png,images/analysis_00771.png,json/00771.json,771,4,9,1.0 To 1.0,0.6,0,1,593.26,72.04,25.49,188,0.42,31935
Design Space,images/image_00772.png,images/analysis_00772.png,json/00772.json,772,4,9,1.0 To 1.0,0.05,1,1,628.91,76.3,9.04,306,0.23,31935
Design Space,images/image_00773.png,images/analysis_00773.png,json/00773.json,773,4,9,1.0 To 1.0,0.15,1,1,375.63,75.42,10.97,268,0.26,31935
Design Space,images/image_00774.png,images/analysis_00774.png,json/00774.json,774,4,9,1.0 To 1.0,0.3,1,1,610.72,75.07,13.03,239,0.25,31935
Design Space,images/image_00775.png,images/analysis_00775.png,json/00775.json,775,4,9,1.0 To 1.0,0.6,1,1,1066.59,68.94,24.95,175,0.21,31935
Design Space,images/image_00776.png,images/analysis_00776.png,json/00776.json,776,4,9,1.0 To 1.0,0.05,2,1,715.14,71.01,9.21,328,0.36,31935
Design Space,images/image_00777.png,images/analysis_00777.png,json/00777.json,777,4,9,1.0 To 1.0,0.15,2,1,431.21,77.87,11.01,308,0.23,31935
Design Space,images/image_00778.png,images/analysis_00778.png,json/00778.json,778,4,9,1.0 To 1.0,0.3,2,1,557.73,86.19,12.26,295,0.31,31935
Design Space,images/image_00779.png,images/analysis_00779.png,json/00779.json,779,4,9,1.0 To 1.0,0.6,2,1,709.06,92.72,21.03,298,0.44,31935
Design Space,images/image_00780.png,images/analysis_00780.png,json/00780.json,780,5,9,1.0 To 1.0,0.05,0,1,332.34,77.19,9.15,324,0.25,31935
Design Space,images/image_00781.png,images/analysis_00781.png,json/00781.json,781,5,9,1.0 To 1.0,0.15,0,1,853.75,76.56,10.01,275,0.29,31935
Design Space,images/image_00782.png,images/analysis_00782.png,json/00782.json,782,5,9,1.0 To 1.0,0.3,0,1,748.39,74.45,13.41,218,0.35,31935
Design Space,images/image_00783.png,images/analysis_00783.png,json/00783.json,783,5,9,1.0 To 1.0,0.6,0,1,728.11,72.14,21.31,180,0.42,31935
Design Space,images/image_00784.png,images/analysis_00784.png,json/00784.json,784,5,9,1.0 To 1.0,0.05,1,1,813.95,77.06,10.14,312,0.25,31935
Design Space,images/image_00785.png,images/analysis_00785.png,json/00785.json,785,5,9,1.0 To 1.0,0.15,1,1,651.60,75.12,11.49,287,0.24,31935
Design Space,images/image_00786.png,images/analysis_00786.png,json/00786.json,786,5,9,1.0 To 1.0,0.3,1,1,463.04,73.03,13.41,199,0.22,31935
Design Space,images/image_00787.png,images/analysis_00787.png,json/00787.json,787,5,9,1.0 To 1.0,0.6,1,1,992.47,67.25,26.06,173,0.21,31935
Design Space,images/image_00788.png,images/analysis_00788.png,json/00788.json,788,5,9,1.0 To 1.0,0.05,2,1,371.39,78.34,9.06,322,0.25,31935
Design Space,images/image_00789.png,images/analysis_00789.png,json/00789.json,789,5,9,1.0 To 1.0,0.15,2,1,664.25,79.32,10.88,330,0.26,31935
Design Space,images/image_00790.png,images/analysis_00790.png,json/00790.json,790,5,9,1.0 To 1.0,0.3,2,1,432.26,84.05,12.12,310,0.3,31935
Design Space,images/image_00791.png,images/analysis_00791.png,json/00791.json,791,5,9,1.0 To 1.0,0.6,2,1,948.22,89.93,20.41,282,0.4,31935
Design Space,images/image_00792.png,images/analysis_00792.png,json/00792.json,792,0,9,1.0 To 1.0,0.05,0,2,239.08,61.21,12.11,499,0.2,31935
Design Space,images/image_00793.png,images/analysis_00793.png,json/00793.json,793,0,9,1.0 To 1.0,0.15,0,2,545.21,78.82,15.17,327,0.24,31935
Design Space,images/image_00794.png,images/analysis_00794.png,json/00794.json,794,0,9,1.0 To 1.0,0.3,0,2,530.94,72.69,20.75,268,0.24,31935
Design Space,images/image_00795.png,images/analysis_00795.png,json/00795.json,795,0,9,1.0 To 1.0,0.6,0,2,1064.33,64.12,39.55,187,0.38,31935
Design Space,images/image_00796.png,images/analysis_00796.png,json/00796.json,796,0,9,1.0 To 1.0,0.05,1,2,863.00,78.11,15.19,395,0.2,31935
Design Space,images/image_00797.png,images/analysis_00797.png,json/00797.json,797,0,9,1.0 To 1.0,0.15,1,2,548.06,77.35,16.86,345,0.2,31935
Design Space,images/image_00798.png,images/analysis_00798.png,json/00798.json,798,0,9,1.0 To 1.0,0.3,1,2,1097.07,76.2,19.57,271,0.2,31935
Design Space,images/image_00799.png,images/analysis_00799.png,json/00799.json,799,0,9,1.0 To 1.0,0.6,1,2,949.53,70.88,33.43,230,0.18,31935
Design Space,images/image_00800.png,images/analysis_00800.png,json/00800.json,800,0,9,1.0 To 1.0,0.05,2,2,899.40,60.54,12.26,499,0.18,31935
Design Space,images/image_00801.png,images/analysis_00801.png,json/00801.json,801,0,9,1.0 To 1.0,0.15,2,2,770.77,77.89,16.82,436,0.17,31935
Design Space,images/image_00802.png,images/analysis_00802.png,json/00802.json,802,0,9,1.0 To 1.0,0.3,2,2,892.20,87.48,17.44,330,0.35,31935
Design Space,images/image_00803.png,images/analysis_00803.png,json/00803.json,803,0,9,1.0 To 1.0,0.6,2,2,871.69,89.46,30.23,359,0.42,31935
Design Space,images/image_00804.png,images/analysis_00804.png,json/00804.json,804,1,9,1.0 To 1.0,0.05,0,2,437.98,62.14,10.68,465,0.17,31935
Design Space,images/image_00805.png,images/analysis_00805.png,json/00805.json,805,1,9,1.0 To 1.0,0.15,0,2,955.93,80.96,14.1,344,0.21,31935
Design Space,images/image_00806.png,images/analysis_00806.png,json/00806.json,806,1,9,1.0 To 1.0,0.3,0,2,527.37,75.82,19.57,296,0.29,31935
Design Space,images/image_00807.png,images/analysis_00807.png,json/00807.json,807,1,9,1.0 To 1.0,0.6,0,2,745.34,61.96,39.63,185,0.37,31935
Design Space,images/image_00808.png,images/analysis_00808.png,json/00808.json,808,1,9,1.0 To 1.0,0.05,1,2,447.04,80.88,14.1,379,0.22,31935
Design Space,images/image_00809.png,images/analysis_00809.png,json/00809.json,809,1,9,1.0 To 1.0,0.15,1,2,731.67,77.59,16.7,315,0.17,31935
Design Space,images/image_00810.png,images/analysis_00810.png,json/00810.json,810,1,9,1.0 To 1.0,0.3,1,2,1057.98,77.2,19.28,279,0.2,31935
Design Space,images/image_00811.png,images/analysis_00811.png,json/00811.json,811,1,9,1.0 To 1.0,0.6,1,2,1196.33,71.8,37.03,233,0.19,31935
Design Space,images/image_00812.png,images/analysis_00812.png,json/00812.json,812,1,9,1.0 To 1.0,0.05,2,2,549.83,61.17,10.44,461,0.23,31935
Design Space,images/image_00813.png,images/analysis_00813.png,json/00813.json,813,1,9,1.0 To 1.0,0.15,2,2,976.06,81.75,15.57,398,0.21,31935
Design Space,images/image_00814.png,images/analysis_00814.png,json/00814.json,814,1,9,1.0 To 1.0,0.3,2,2,931.45,86.48,17.47,367,0.34,31935
Design Space,images/image_00815.png,images/analysis_00815.png,json/00815.json,815,1,9,1.0 To 1.0,0.6,2,2,612.98,92.1,31.05,371,0.39,31935
Design Space,images/image_00816.png,images/analysis_00816.png,json/00816.json,816,2,9,1.0 To 1.0,0.05,0,2,336.93,64.78,10.75,479,0.15,31935
Design Space,images/image_00817.png,images/analysis_00817.png,json/00817.json,817,2,9,1.0 To 1.0,0.15,0,2,340.15,78.94,16.74,371,0.19,31935
Design Space,images/image_00818.png,images/analysis_00818.png,json/00818.json,818,2,9,1.0 To 1.0,0.3,0,2,384.01,76.71,19.97,318,0.28,31935
Design Space,images/image_00819.png,images/analysis_00819.png,json/00819.json,819,2,9,1.0 To 1.0,0.6,0,2,567.35,68.53,36.5,233,0.4,31935
Design Space,images/image_00820.png,images/analysis_00820.png,json/00820.json,820,2,9,1.0 To 1.0,0.05,1,2,402.41,64.15,10.53,451,0.17,31935
Design Space,images/image_00821.png,images/analysis_00821.png,json/00821.json,821,2,9,1.0 To 1.0,0.15,1,2,1027.19,78.6,16.17,345,0.19,31935
Design Space,images/image_00822.png,images/analysis_00822.png,json/00822.json,822,2,9,1.0 To 1.0,0.3,1,2,1124.08,74.84,20.01,313,0.21,31935
Design Space,images/image_00823.png,images/analysis_00823.png,json/00823.json,823,2,9,1.0 To 1.0,0.6,1,2,387.40,65.69,41.41,293,0.13,31935
Design Space,images/image_00824.png,images/analysis_00824.png,json/00824.json,824,2,9,1.0 To 1.0,0.05,2,2,551.40,65.19,10.75,479,0.2,31935
Design Space,images/image_00825.png,images/analysis_00825.png,json/00825.json,825,2,9,1.0 To 1.0,0.15,2,2,1046.08,80.91,16.01,424,0.19,31935
Design Space,images/image_00826.png,images/analysis_00826.png,json/00826.json,826,2,9,1.0 To 1.0,0.3,2,2,926.76,89.6,17.69,387,0.39,31935
Design Space,images/image_00827.png,images/analysis_00827.png,json/00827.json,827,2,9,1.0 To 1.0,0.6,2,2,976.49,96.08,30.37,439,0.38,31935
Design Space,images/image_00828.png,images/analysis_00828.png,json/00828.json,828,3,9,1.0 To 1.0,0.05,0,2,212.29,63.72,9.61,476,0.14,31935
Design Space,images/image_00829.png,images/analysis_00829.png,json/00829.json,829,3,9,1.0 To 1.0,0.15,0,2,492.30,81.23,14.4,365,0.2,31935
Design Space,images/image_00830.png,images/analysis_00830.png,json/00830.json,830,3,9,1.0 To 1.0,0.3,0,2,429.69,75.71,20.25,323,0.27,31935
Design Space,images/image_00831.png,images/analysis_00831.png,json/00831.json,831,3,9,1.0 To 1.0,0.6,0,2,623.24,66.68,38.24,230,0.36,31935
Design Space,images/image_00832.png,images/analysis_00832.png,json/00832.json,832,3,9,1.0 To 1.0,0.05,1,2,672.66,80.82,14.45,424,0.18,31935
Design Space,images/image_00833.png,images/analysis_00833.png,json/00833.json,833,3,9,1.0 To 1.0,0.15,1,2,430.01,76.64,17.04,374,0.15,31935
Design Space,images/image_00834.png,images/analysis_00834.png,json/00834.json,834,3,9,1.0 To 1.0,0.3,1,2,953.30,73.61,21.04,325,0.16,31935
Design Space,images/image_00835.png,images/analysis_00835.png,json/00835.json,835,3,9,1.0 To 1.0,0.6,1,2,1101.54,65.26,39.4,289,0.17,31935
Design Space,images/image_00836.png,images/analysis_00836.png,json/00836.json,836,3,9,1.0 To 1.0,0.05,2,2,477.30,63.74,10.04,486,0.18,31935
Design Space,images/image_00837.png,images/analysis_00837.png,json/00837.json,837,3,9,1.0 To 1.0,0.15,2,2,525.68,83.16,13.89,423,0.18,31935
Design Space,images/image_00838.png,images/analysis_00838.png,json/00838.json,838,3,9,1.0 To 1.0,0.3,2,2,891.20,89.48,16.96,396,0.32,31935
Design Space,images/image_00839.png,images/analysis_00839.png,json/00839.json,839,3,9,1.0 To 1.0,0.6,2,2,283.64,92.28,29.45,364,0.39,31935
Design Space,images/image_00840.png,images/analysis_00840.png,json/00840.json,840,4,9,1.0 To 1.0,0.05,0,2,212.06,83.14,12.46,338,0.21,31935
Design Space,images/image_00841.png,images/analysis_00841.png,json/00841.json,841,4,9,1.0 To 1.0,0.15,0,2,775.58,79.91,14.19,296,0.23,31935
Design Space,images/image_00842.png,images/analysis_00842.png,json/00842.json,842,4,9,1.0 To 1.0,0.3,0,2,857.56,77.71,19.68,271,0.27,31935
Design Space,images/image_00843.png,images/analysis_00843.png,json/00843.json,843,4,9,1.0 To 1.0,0.6,0,2,512.88,71.98,37.76,200,0.42,31935
Design Space,images/image_00844.png,images/analysis_00844.png,json/00844.json,844,4,9,1.0 To 1.0,0.05,1,2,900.15,66.45,9.35,359,0.25,31935
Design Space,images/image_00845.png,images/analysis_00845.png,json/00845.json,845,4,9,1.0 To 1.0,0.15,1,2,816.52,80.6,15.94,303,0.26,31935
Design Space,images/image_00846.png,images/analysis_00846.png,json/00846.json,846,4,9,1.0 To 1.0,0.3,1,2,934.80,77.89,19.25,273,0.22,31935
Design Space,images/image_00847.png,images/analysis_00847.png,json/00847.json,847,4,9,1.0 To 1.0,0.6,1,2,915.76,72.32,37.88,218,0.2,31935
Design Space,images/image_00848.png,images/analysis_00848.png,json/00848.json,848,4,9,1.0 To 1.0,0.05,2,2,474.04,63.07,9.23,367,0.26,31935
Design Space,images/image_00849.png,images/analysis_00849.png,json/00849.json,849,4,9,1.0 To 1.0,0.15,2,2,654.67,81.97,15.51,337,0.23,31935
Design Space,images/image_00850.png,images/analysis_00850.png,json/00850.json,850,4,9,1.0 To 1.0,0.3,2,2,799.11,89.12,17.39,319,0.37,31935
Design Space,images/image_00851.png,images/analysis_00851.png,json/00851.json,851,4,9,1.0 To 1.0,0.6,2,2,901.03,93.37,27.53,304,0.49,31935
Design Space,images/image_00852.png,images/analysis_00852.png,json/00852.json,852,5,9,1.0 To 1.0,0.05,0,2,239.52,80.77,11.93,329,0.25,31935
Design Space,images/image_00853.png,images/analysis_00853.png,json/00853.json,853,5,9,1.0 To 1.0,0.15,0,2,643.09,80.46,13.97,299,0.29,31935
Design Space,images/image_00854.png,images/analysis_00854.png,json/00854.json,854,5,9,1.0 To 1.0,0.3,0,2,731.32,75.41,19.32,246,0.32,31935
Design Space,images/image_00855.png,images/analysis_00855.png,json/00855.json,855,5,9,1.0 To 1.0,0.6,0,2,490.89,71.09,31.44,193,0.43,31935
Design Space,images/image_00856.png,images/analysis_00856.png,json/00856.json,856,5,9,1.0 To 1.0,0.05,1,2,418.81,79.82,14.28,338,0.24,31935
Design Space,images/image_00857.png,images/analysis_00857.png,json/00857.json,857,5,9,1.0 To 1.0,0.15,1,2,1006.00,77.43,16.04,317,0.25,31935
Design Space,images/image_00858.png,images/analysis_00858.png,json/00858.json,858,5,9,1.0 To 1.0,0.3,1,2,943.00,75.03,19.15,231,0.23,31935
